s,i,w,Tag,?*?,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
879,5,olarak,I-Subjj,,ol,ADP,PCNom,4,case,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
879,6,yapabileceğim,I-Subjj,,yap,VERB,Verb,9,acl,bio_788,_,Sing,_,Pos,_,_,_,Imp,1,_,Pot,_,Fut,bio
879,7,en,I-Subjj,,en,ADV,Adverb,8,advmod,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
879,8,iyi,I-Subjj,,iyi,ADJ,Adj,9,amod,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
879,9,şey,I-Subjj,,şey,NOUN,Noun,15,nsubj,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
879,10,yatacak,B-Pred,,yat,VERB,Verb,11,acl,bio_788,_,Sing,_,Pos,_,_,_,Imp,3,_,_,_,Fut,bio
879,11,yer,I-Pred,,yer,NOUN,Noun,12,obj,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
879,12,verebilen,I-Pred,,ver,VERB,Verb,14,acl,bio_788,_,_,_,Pos,_,_,_,_,_,_,Pot,_,Pres,bio
879,13,bir,I-Pred,,bir,DET,ANum,14,det,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
879,14,işe,I-Pred,,iş,NOUN,Noun,15,obl,bio_788,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
879,15,girmek,I-Pred,,gir,VERB,Verb,0,root,bio_788,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
879,16,ti,I-Pred,,i,AUX,Noun,15,cop,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
879,17,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,1,Sabıka,B-Subj,,sabıka,NOUN,Noun,2,nmod:poss,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
880,2,dosyası,I-Subjj,,dosya,NOUN,Noun,3,nsubj,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
880,3,kabarık,I-Subjj,,kabarık,ADJ,Adj,4,amod,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,4,birisi,I-Subjj,,biri,ADV,Quant,6,advmod,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,5,olarak,I-Subjj,,ol,ADP,PCNom,4,case,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,6,yapabileceğim,I-Subjj,,yap,VERB,Verb,9,acl,bio_788,_,Sing,_,Pos,_,_,_,Imp,1,_,Pot,_,Fut,bio
880,7,en,I-Subjj,,en,ADV,Adverb,8,advmod,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,8,iyi,I-Subjj,,iyi,ADJ,Adj,9,amod,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,9,şey,I-Subjj,,şey,NOUN,Noun,15,nsubj,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
880,10,yatacak,B-Pred,,yat,VERB,Verb,11,acl,bio_788,_,Sing,_,Pos,_,_,_,Imp,3,_,_,_,Fut,bio
880,11,yer,I-Pred,,yer,NOUN,Noun,12,obj,bio_788,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
880,12,verebilen,I-Pred,,ver,VERB,Verb,14,acl,bio_788,_,_,_,Pos,_,_,_,_,_,_,Pot,_,Pres,bio
880,13,bir,I-Pred,,bir,DET,ANum,14,det,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,14,işe,I-Pred,,iş,NOUN,Noun,15,obl,bio_788,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
880,15-16,girmekti,I-Pred,,_,_,_,0,_,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
880,17,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,bio_788,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
881,1,Sinemaların,B-IndirectObj,,sinema,VERB,Verb,2,nmod:poss,bio_19,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
881,2,önünde,I-IndirectObj,,ön,ADJ,NAdj,4,obl,bio_19,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
881,3,kuyruklar,B-Subj,,kuyruk,NOUN,Noun,4,nsubj,bio_19,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
881,4,oluşuyor,B-Pred,,oluş,VERB,Verb,0,root,bio_19,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,bio
881,5,.,PUNCT,,.,PUNCT,PUNCT,4,PUNCT,bio_19,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
885,1,Zaten,O,,zaten,ADV,Adverb,11,advmod,bio_1552,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
885,2,bunun,B-Subj,,bu,PRON,Demons,3,nsubj,bio_1552,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
885,3,olmadığı,I-Subjj,,ol,VERB,Verb,4,acl,bio_1552,_,_,_,Neg,_,_,_,Perf,_,_,_,_,Past,bio
885,4,zamanlar,I-Subjj,,zaman,NOUN,Noun,11,nsubj,bio_1552,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
885,5,İlahi,B-Pred,,İlahi,ADJ,Adj,6,amod,bio_1552,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
885,6,iradenin,I-Pred,,irade,NOUN,Noun,9,nsubj,bio_1552,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
885,7,dünyevi,I-Pred,,dünyev,NOUN,Noun,8,amod,bio_1552,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
885,8,cezaya,I-Pred,,ceza,NOUN,Noun,10,obj,bio_1552,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
885,9,start,I-Pred,,start,NOUN,Noun,11,acl,bio_1552,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
885,10,verdiği,I-Pred,,ver,VERB,Verb,9,compound,bio_1552,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
885,11,andır,I-Pred,,andır,PROPN,Prop,0,root,bio_1552,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
885,12,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,bio_1552,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
892,1,Evet,O,,evet,NOUN,Noun,6,discourse,bio_406,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,2,ben,B-Subj,,ben,PRON,Pers,6,nsubj,bio_406,Nom,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
892,3,fazla,B-Pred,,fazla,ADV,Adverb,6,advmod,bio_406,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
892,4,disko,I-Pred,,disko,ADJ,Adj,5,nmod:poss,bio_406,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,5,çocuğu,I-Pred,,çocuk,NOUN,Noun,6,obj,bio_406,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,6,olmadım,I-Pred,,ol,VERB,Verb,0,root,bio_406,_,Sing,_,Neg,_,_,Fh,Perf,1,_,_,_,Past,bio
892,7,",",PUNCT,,",",PUNCT,PUNCT,14,PUNCT,bio_406,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
892,8,ama,O,,ama,CCONJ,Conj,14,cc,bio_406,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
892,9,disko,B-DefiniteObj,,disko,NOUN,Noun,10,nmod:poss,bio_406,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,10,döneminin,I-DefiniteObj,,dönem,NOUN,Noun,11,nmod:poss,bio_406,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,11,hızını,I-DefiniteObj,,hız,NOUN,Noun,14,obj,bio_406,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,12,birinci,B-AdverbialComp,,bir,NUM,NNum,13,amod,bio_406,Nom,Sing,Ord,_,_,_,_,_,3,_,_,Ord,_,bio
892,13,elden,I-AdverbialComp,,el,NOUN,Noun,14,obl,bio_406,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
892,14,yaşadım,B-Pred,,yaşa,VERB,Verb,6,conj,bio_406,_,Sing,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,bio
892,15,.,PUNCT,,.,PUNCT,PUNCT,14,PUNCT,bio_406,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
893,1,Çok,B-Subj,,çok,ADV,Adverb,2,advmod,bio_1215,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
893,2,şugar,I-Subjj,,şugar,VERB,Verb,3,amod,bio_1215,_,Sing,_,Pos,_,_,_,Hab,3,_,Ind,_,Pres,bio
893,3,çocuklar,I-Subjj,,çocuk,NOUN,Noun,7,nsubj,bio_1215,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
893,4,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,bio_1215,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
893,5,sayfa,B-IndefiniteObj,,sayfa,NOUN,Noun,6,nmod:poss,bio_1215,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
893,6,sekreterliği,I-IndefiniteObj,,sekreter,NOUN,Noun,7,obj,bio_1215,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
893,7,yapıyorlar,B-Pred,,yap,VERB,Verb,0,root,bio_1215,_,Plur,_,Pos,_,_,_,Prog,3,_,_,_,Pres,bio
893,8,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,bio_1215,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,1,Girerken,B-Subj,,gir,VERB,Verb,2,advcl,bio_1400,_,Sing,_,Pos,_,_,_,Hab,3,_,Imp,_,Pres,bio
900,2,yaşadığım,I-Subjj,,yaşa,VERB,Verb,3,acl,bio_1400,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
900,3,tereddüt,I-Subjj,,tereddüt,NOUN,Noun,0,root,bio_1400,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,4,ve,O,,ve,CCONJ,Conj,8,cc,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,5,ama,O,,ama,CCONJ,Conj,8,cc,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,6,karşı,B-Subj,,karşı,ADV,Adverb,8,acl,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,7,koyamadığım,I-Subjj,,koy,VERB,Verb,6,compound,bio_1400,Nom,Sing,_,Neg,_,_,_,Perf,3,_,_,_,Past,bio
900,8,merak,I-Subjj,,merak,NOUN,Noun,3,conj,bio_1400,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,9,",",PUNCT,,",",PUNCT,PUNCT,15,PUNCT,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,10,içerde,B-Pred,,içeri,NOUN,Noun,12,obl,bio_1400,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,11,kâbuslarda,I-Pred,,kâbus,NOUN,Noun,12,obl,bio_1400,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
900,12,kıvranan,I-Pred,,kıvra,VERB,Verb,14,acl,bio_1400,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,bio
900,13,bir,I-Pred,,bir,DET,ANum,14,det,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,14,şuursuzluğun,I-Pred,,şuur,NOUN,Noun,15,nmod:poss,bio_1400,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,15,çilesi,I-Pred,,çile,NOUN,Noun,3,conj,bio_1400,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,16,ve,O,,ve,CCONJ,Conj,24,cc,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,17,çıkarken,B-Pred,,çıkar,VERB,Verb,24,advcl,bio_1400,Nom,Sing,_,_,_,_,_,_,3,_,Imp,_,_,bio
900,18,kabirden,I-Pred,,kabir,PROPN,Prop,17,obl,bio_1400,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,19,cennete,I-Pred,,cennet,NOUN,Noun,20,obl,bio_1400,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,20,kalkarmış,I-Pred,,kalk,VERB,Verb,24,advcl,bio_1400,_,Sing,_,Pos,_,_,Nfh,Hab,3,_,_,_,Pres,bio
900,21,gibi,I-Pred,,gibi,ADP,PCNom,20,case,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,22,bir,I-Pred,,bir,DET,ANum,24,det,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
900,23,uyanış,I-Pred,,uyan,NOUN,Noun,24,nmod:poss,bio_1400,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
900,24,rahatlığı,I-Pred,,rahat,NOUN,Noun,3,conj,bio_1400,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
900,25,...,PUNCT,,...,PUNCT,PUNCT,24,PUNCT,bio_1400,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
904,1,Nice,O,,nice,ADV,Adverb,3,amod,bio_1167,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
904,2,gençlik,O,,gençlik,NOUN,Noun,3,nmod:poss,bio_1167,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
904,3,bayramlarına,O,,bayram,NOUN,Noun,0,root,bio_1167,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
904,4,...,PUNCT,,...,PUNCT,PUNCT,3,PUNCT,bio_1167,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
907,1,Saat,B-AdverbialComp,,saat,NOUN,Noun,2,obl,bio_856,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
907,2,8.30'da,I-AdverbialComp,,8.30,PROPN,Prop,4,obl,bio_856,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
907,3,arkadaşlar,B-Subj,,arkadaş,NOUN,Noun,4,nsubj,bio_856,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
907,4,işbaşı,B-IndefiniteObj,,işbaş,NOUN,Noun,0,root,bio_856,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
907,5,yapacaklardı,B-Pred,,yap,VERB,Verb,4,compound:lvc,bio_856,_,Plur,_,Pos,_,_,Fh,Imp,3,_,_,_,Fut,bio
907,6,.,PUNCT,,.,PUNCT,PUNCT,4,PUNCT,bio_856,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
916,1,Kemal,B-Subj,,Kemal,PROPN,Prop,8,nsubj,bio_912,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
916,2,Atatürk,I-Subjj,,ATATÜRK,PROPN,Prop,1,flat,bio_912,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
916,3,şahane,B-AdverbialComp,,şahane,NOUN,Noun,5,amod,bio_912,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
916,4,bir,I-AdverbialComp,,bir,DET,ANum,5,det,bio_912,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
916,5,umursamazlıkla,I-AdverbialComp,,umursa,NOUN,Noun,8,obl,bio_912,Ins,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
916,6,kendi,B-DefiniteObj,,kendi,PRON,Reflex,7,nmod:poss,bio_912,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
916,7,hayatını,I-DefiniteObj,,hayat(I),NOUN,Noun,8,obj,bio_912,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
916,8,yedi,B-Pred,,ye,VERB,Verb,0,root,bio_912,_,Sing,_,Pos,_,_,_,Perf,3,_,Ind,_,Past,bio
916,9,bitirdi,I-Pred,,bitir,VERB,Verb,8,compound,bio_912,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
916,10,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_912,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,1,"""Neden",B-IndefiniteObj,,"""Neden",ADV,Ques,4,advmod,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,2,bu,I-IndefiniteObj,,bu,DET,Det,3,det,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,3,kadar,I-IndefiniteObj,,kadar,ADV,PCDat,4,advmod,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,4,acele,I-IndefiniteObj,,acele,ADJ,Adj,8,ccomp,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,5,?,PUNCT,,?,PUNCT,PUNCT,4,PUNCT,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,6,"""",PUNCT,,"""",PUNCT,PUNCT,4,PUNCT,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,7,diye,O,,diye,ADP,PCNom,4,case,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
928,8,soruyorsunuz,B-Pred,,sor,VERB,Verb,0,root,bio_515,_,Plur,_,Pos,_,_,_,Prog,2,_,_,_,Pres,bio
928,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_515,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
931,1,Bu,B-AdverbialComp,,bu,DET,Det,2,det,bio_238,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
931,2,sürecin,I-AdverbialComp,,süreç,NOUN,Noun,3,nmod:poss,bio_238,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
931,3,toplamını,I-AdverbialComp,,toplam,NOUN,Noun,4,obj,bio_238,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
931,4,değerlendirdiğimde,I-AdverbialComp,,değer,VERB,Verb,9,advcl,bio_238,Loc,Sing,_,Pos,_,_,_,Perf,3,Cau,_,_,Past,bio
931,5,bir,B-AdverbialComp,,bir,DET,ANum,6,det,bio_238,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
931,6,tarafımla,I-AdverbialComp,,taraf,NOUN,Noun,9,obl,bio_238,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
931,7,kendimi,I-AdverbialComp,,kendi,PRON,Reflex,9,obj,bio_238,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
931,8,yenik,I-AdverbialComp,,yenik,ADV,NAdj,9,advmod,bio_238,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
931,9,hissediyorum,B-Pred,,hisset,VERB,Verb,0,root,bio_238,_,Sing,_,Pos,_,_,_,Prog,1,_,_,_,Pres,bio
931,10,.,PUNCT,,.,PUNCT,PUNCT,9,PUNCT,bio_238,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
932,1,Elindeki,B-AdverbialComp,,el,NOUN,Noun,2,amod,bio_297,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
932,2,anahtarla,I-AdverbialComp,,anahtarla,NOUN,Noun,4,nmod,bio_297,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
932,3,kapıyı,B-IndefiniteObj,,kapı,NOUN,Noun,4,obj,bio_297,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
932,4,açar,I-IndefiniteObj,,aç,VERB,Verb,6,advcl,bio_297,_,Sing,_,Pos,_,_,_,Hab,3,_,_,_,Pres,bio
932,5,gibi,B-IndefiniteObj,,gibi,ADP,PCNom,4,case,bio_297,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
932,6,yaptı,B-Pred,,yap,VERB,Verb,0,root,bio_297,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
932,7,ama,O,,ama,CCONJ,Conj,8,cc,bio_297,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
932,8,açmadı,B-Pred,,aç,VERB,Verb,6,conj,bio_297,_,Sing,_,Neg,_,_,Fh,Perf,3,_,_,_,Past,bio
932,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_297,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
935,1-2,İstanbul'dayken,B-AdverbialComp,,_,_,_,0,_,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
935,3,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
935,4,daha,B-AdverbialComp,,daha,ADV,Adverb,7,advmod,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
935,5,askerlik,I-AdverbialComp,,askerlik,NOUN,Noun,6,nmod:poss,bio_53,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
935,6,meselesi,I-AdverbialComp,,mesele,NOUN,Noun,7,nsubj,bio_53,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
935,7,kesinleşmemişken,I-AdverbialComp,,kesin,VERB,Verb,1,conj,bio_53,_,Sing,_,Neg,_,_,Nfh,_,3,_,Imp,_,Past,bio
935,8,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
935,9,Selim'le,B-Subj,,Selim,PROPN,Prop,12,nsubj,bio_53,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
935,10,Hülya,I-Subjj,,Hülya,PROPN,Prop,9,conj,bio_53,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
935,11,beni,B-DefiniteObj,,ben,PRON,Pers,12,obj,bio_53,Acc,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
935,12,çağırdılar,B-Pred,,çağır,VERB,Verb,0,root,bio_53,_,Plur,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
935,13,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
936,1,İstanbul'da,B-AdverbialComp,,İstanbul,PROPN,Prop,12,advcl,bio_53,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
936,2,yken,I-AdverbialComp,,i,AUX,Zero,1,cop,bio_53,_,_,_,_,_,_,_,Perf,_,_,Ind,_,Pres,bio
936,3,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
936,4,daha,B-AdverbialComp,,daha,ADV,Adverb,7,advmod,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
936,5,askerlik,I-AdverbialComp,,askerlik,NOUN,Noun,6,nmod:poss,bio_53,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
936,6,meselesi,I-AdverbialComp,,mesele,NOUN,Noun,7,nsubj,bio_53,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
936,7,kesinleşmemişken,I-AdverbialComp,,kesin,VERB,Verb,1,conj,bio_53,_,Sing,_,Neg,_,_,Nfh,_,3,_,Imp,_,Past,bio
936,8,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
936,9,Selim'le,B-Subj,,Selim,PROPN,Prop,12,nsubj,bio_53,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
936,10,Hülya,I-Subjj,,Hülya,PROPN,Prop,9,conj,bio_53,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
936,11,beni,B-DefiniteObj,,ben,PRON,Pers,12,obj,bio_53,Acc,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
936,12,çağırdılar,B-Pred,,çağır,VERB,Verb,0,root,bio_53,_,Plur,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
936,13,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,bio_53,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
944,1,Belki,O,,belki,ADV,Adverb,3,advmod,bio_474,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
944,2,de,O,,de,CCONJ,Conj,1,advmod:emph,bio_474,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
944,3,ikizdiler,B-Pred,,ikiz,VERB,Verb,0,root,bio_474,Nom,Plur,_,_,_,_,Fh,Perf,3,_,_,_,Past,bio
944,4,.,PUNCT,,.,PUNCT,PUNCT,3,PUNCT,bio_474,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
950,1,Vapurcuklarının,B-Subj,,vapur,NOUN,Noun,5,nmod:poss,bio_682,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
950,2,bile,I-Subjj,,bile,ADV,Adverb,1,advmod:emph,bio_682,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
950,3,özgün,I-Subjj,,özgün,ADJ,Adj,5,amod,bio_682,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
950,4,bir,I-Subjj,,bir,DET,ANum,5,det,bio_682,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
950,5,havası,I-Subjj,,hava,NOUN,Noun,8,nsubj,bio_682,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
950,6,",",I-Subjj,,",",PUNCT,PUNCT,7,PUNCT,bio_682,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
950,7,şirinliği,I-Subjj,,şirin,NOUN,Noun,5,conj,bio_682,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
950,8,vardı,B-Pred,,var,VERB,Verb,0,root,bio_682,_,Sing,_,_,_,_,Fh,Perf,3,_,_,_,Past,bio
950,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_682,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
954,1,Doktor,O,?*?,doktor,NOUN,Noun,2,amod,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,2,Fikret,O,,Fikret,PROPN,Prop,0,root,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,3,Ürgüp,O,,Ürgüp,PROPN,Prop,2,flat,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,4,",",PUNCT,,",",PUNCT,PUNCT,3,PUNCT,bio_190,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
954,5,Kuzgun,O,,kuzgun,ADJ,Adj,2,conj,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,6,Acar,O,,Acar,PROPN,Prop,5,flat,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,7,",",PUNCT,,",",PUNCT,PUNCT,8,PUNCT,bio_190,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
954,8,Bedri,O,,Bedri,PROPN,Prop,2,conj,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,9,Rahmi,O,,Rahmi,PROPN,Prop,8,flat,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,10,Hoca,O,,hoca,NOUN,Noun,8,flat,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
954,11,",",PUNCT,,",",PUNCT,PUNCT,14,PUNCT,bio_190,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
954,12,Resim,O,,resim,NOUN,Noun,13,nmod:poss,bio_190,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
