s,i,w,Tag,,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
939,17,",",I-IndirectObj,,",",PUNCT,PUNCT,19,PUNCT,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
939,18,ne,I-IndirectObj,,ne,PRON,Ques,19,nmod,ess_971,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,19,kiliseye,I-IndirectObj,,kilise,NOUN,Noun,13,conj,ess_971,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,20,",",I-IndirectObj,,",",PUNCT,PUNCT,23,PUNCT,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
939,21,ne,I-IndirectObj,,ne,PRON,Ques,22,nmod,ess_971,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,22,bilim,I-IndirectObj,,bilim,NOUN,Noun,23,nmod:poss,ess_971,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,23,kongrelerine,I-IndirectObj,,kongre,NOUN,Noun,13,conj,ess_971,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
939,24,ve,I-IndirectObj,,ve,CCONJ,Conj,32,cc,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
939,25,ne,I-IndirectObj,,ne,PRON,Ques,28,obj,ess_971,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,26,de,I-IndirectObj,,de,CCONJ,Conj,25,advmod:emph,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
939,27,her,I-IndirectObj,,her,DET,Det,28,det,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
939,28,türden,I-IndirectObj,,tür,NOUN,Noun,29,nmod,ess_971,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,29,Babil,I-IndirectObj,,Babil,PROPN,Prop,32,nsubj,ess_971,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,30,Kulesi,I-IndirectObj,,kule,NOUN,Noun,31,nmod:poss,ess_971,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
939,31,toplantılarına,I-IndirectObj,,toplantı,NOUN,Noun,32,obl,ess_971,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
939,32-33,gitmelidir,B-Pred,,_,_,_,0,_,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
939,34,.,PUNCT,,.,PUNCT,PUNCT,32,PUNCT,ess_971,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
942,1,Kalkıp,B-AdverbialComp,,kalk,VERB,Verb,4,nmod,ess_1487,_,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
942,2,bir,B-IndirectObj,,bir,DET,ANum,3,det,ess_1487,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
942,3,yerlere,I-IndirectObj,,yer,NOUN,Noun,4,obl,ess_1487,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
942,4,gitmeliyim,B-Pred,,git,VERB,Verb,0,root,ess_1487,_,Sing,_,Pos,_,_,_,_,1,_,Nec,_,_,ess
942,5,.,PUNCT,,.,PUNCT,PUNCT,4,PUNCT,ess_1487,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
963,1,Sosyal,B-Subj,,sosyal,ADJ,Adj,7,nsubj,ess_33,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
963,2,güvenlik,I-Subjj,,güvenlik,NOUN,Noun,1,compound,ess_33,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
963,3,tam,B-IndirectObj,,tam,ADJ,Adj,5,amod,ess_33,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
963,4,bir,I-IndirectObj,,bir,DET,ANum,5,det,ess_33,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
963,5,çökme,I-IndirectObj,,çök,NOUN,Noun,6,nmod:poss,ess_33,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
963,6,noktasına,I-IndirectObj,,nokta,NOUN,Noun,7,iobj,ess_33,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
963,7,getirilmiş,B-Pred,,getir,VERB,Verb,0,root,ess_33,_,Sing,_,Pos,_,_,Nfh,_,3,Pass,_,_,Past,ess
963,8,...,PUNCT,,...,PUNCT,PUNCT,7,PUNCT,ess_33,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,1,Öykümüz,B-Subj,,öykü,NUM,NNum,31,nsubj,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,2,aynı,O,?*?,aynı,ADJ,Adj,3,amod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,3,zamanda,O,,zaman,ADV,Noun,31,advmod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,4,",",PUNCT,,",",PUNCT,PUNCT,3,PUNCT,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,5,Ortaçağ,B-DefiniteObj,,Ortaçağ,PROPN,Prop,6,nmod:poss,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,6,Avrupası'nda,I-DefiniteObj,,Avrupa,NOUN,Noun,9,obl,ess_293,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,7,zamanından,I-DefiniteObj,,zaman,ADV,Noun,9,advmod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,8,önce,I-DefiniteObj,,önce,ADP,PCAbl,7,case,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,9,öttüğü,I-DefiniteObj,,öt,VERB,Verb,12,advcl,ess_293,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,ess
965,10,için,I-DefiniteObj,,için,ADP,PCNom,9,case,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,11,başı,I-DefiniteObj,,baş,NOUN,Noun,12,nsubj,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,12,kesilen,I-DefiniteObj,,kes,VERB,Verb,27,nsubj,ess_293,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
965,13,",",I-DefiniteObj,,",",PUNCT,PUNCT,12,PUNCT,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,14,insanlığın,I-DefiniteObj,,insan,NOUN,Noun,26,nmod:poss,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,15,gelmiş,I-DefiniteObj,,gel,ADV,Verb,18,advmod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,16,geçmiş,I-DefiniteObj,,geçmiş,VERB,Verb,15,compound:redup,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,17,en,I-DefiniteObj,,en,ADV,Adverb,18,advmod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,18,içli,I-DefiniteObj,,içli,ADJ,Adj,26,amod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,19,",",I-DefiniteObj,,",",PUNCT,PUNCT,21,PUNCT,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,20,en,I-DefiniteObj,,en,ADV,Adverb,21,advmod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,21,ak,I-DefiniteObj,,AK,ADJ,Adj,18,conj,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,22,",",I-DefiniteObj,,",",PUNCT,PUNCT,24,PUNCT,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,23,en,I-DefiniteObj,,en,ADV,Adverb,24,advmod,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,24,cömert,I-DefiniteObj,,cömert,ADJ,Adj,18,conj,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,25,sevgi,I-DefiniteObj,,sevgi,NOUN,Noun,26,nmod:poss,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,26,mesajı,I-DefiniteObj,,mesaj,NOUN,Noun,27,nmod:poss,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,27,kahramanlarının,I-DefiniteObj,,kahraman,ADJ,NAdj,30,nmod:poss,ess_293,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
965,28,",",I-DefiniteObj,,",",PUNCT,PUNCT,29,PUNCT,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,29,Kathar,I-DefiniteObj,,Kathar,ADJ,Adj,30,nmod:poss,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
965,30,şövalyelerinin,I-DefiniteObj,,şövalye,NOUN,Noun,31,nsubj,ess_293,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
965,31,destanı,B-Pred,,destan,VERB,Verb,0,root,ess_293,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
965,32,.,PUNCT,,.,PUNCT,PUNCT,31,PUNCT,ess_293,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
967,1,ABD'nin,B-DefiniteObj,,ABD,NOUN,Abr,6,nmod:poss,ess_135,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
967,2,de,I-DefiniteObj,,de,CCONJ,Conj,1,advmod:emph,ess_135,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
967,3,",",I-DefiniteObj,,",",PUNCT,PUNCT,6,PUNCT,ess_135,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
967,4,NATO'nun,I-DefiniteObj,,NATO,PROPN,Prop,6,nmod:poss,ess_135,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
967,5,da,I-DefiniteObj,,da,CCONJ,Conj,4,advmod:emph,ess_135,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
967,6,adını,B-Pred,,ad(I),NOUN,Noun,7,obj,ess_135,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
967,7,koydu,I-Pred,,koy,VERB,Verb,0,root,ess_135,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
967,8,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,ess_135,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
983,1,Bir,B-Subj,?*?,bir,DET,ANum,2,det,ess_1288,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
983,2,memnuniyet,I-Subjj,,memnuniyet,NOUN,Noun,8,nsubj,ess_1288,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
983,3,",",I-Subjj,,",",PUNCT,PUNCT,8,PUNCT,ess_1288,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
983,4,bir,I-Subjj,,bir,DET,ANum,5,det,ess_1288,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
983,5,teşekkür,I-Subjj,,teşekkür,NOUN,Noun,7,nmod,ess_1288,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
983,6,ki,I-Subjj,,ki,ADP,Rel,5,case,ess_1288,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
983,7,sorma,B-Pred,,sor,VERB,Verb,8,obj,ess_1288,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
983,8,gitsin,I-Pred,,git,VERB,Verb,0,root,ess_1288,_,Sing,_,Pos,_,_,_,_,3,_,Imp,_,_,ess
983,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,ess_1288,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,1,Başörtü,B-Subj,,başörtü,NOUN,Noun,5,amod,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
993,2,lü,I-Subjj,,li,ADP,With,1,case,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,3,bir,I-Subjj,,bir,DET,ANum,5,det,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,4,genç,I-Subjj,,genç,ADJ,Adj,5,amod,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,5,kız,I-Subjj,,kız,ADJ,NAdj,16,nsubj,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
993,6,",",PUNCT,,",",PUNCT,PUNCT,16,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,7,sekiz,B-IndirectObj,,sekiz,NUM,ANum,8,nummod,ess_818,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
993,8,yıl,I-IndirectObj,,yıl,NOUN,Noun,9,nmod:poss,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
993,9,karşıtı,I-IndirectObj,,karşıt,VERB,Verb,10,amod,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
993,10,uğultulara,I-IndirectObj,,uğultu,NOUN,Noun,15,obl,ess_818,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
993,11,"""",B-AdverbialComp,,"""",PUNCT,PUNCT,12,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,12,adiler,I-AdverbialComp,,adi,NOUN,Noun,15,advcl,ess_818,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
993,13,"""",I-AdverbialComp,,"""",PUNCT,PUNCT,12,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,14,diye,I-AdverbialComp,,diye,ADP,PCNom,12,case,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
993,15,çığlıklanınca,I-AdverbialComp,,çığlık,VERB,Verb,16,advcl,ess_818,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
993,16,tartaklanıyor,B-Pred,,tartakla,VERB,Verb,0,root,ess_818,_,Sing,_,Pos,_,_,_,Prog,3,Pass,_,_,Pres,ess
993,17,.,PUNCT,,.,PUNCT,PUNCT,16,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,1-2,Başörtülü,B-Subj,,_,_,_,0,_,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,3,bir,I-Subjj,,bir,DET,ANum,5,det,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,4,genç,I-Subjj,,genç,ADJ,Adj,5,amod,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,5,kız,I-Subjj,,kız,ADJ,NAdj,16,nsubj,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
994,6,",",PUNCT,,",",PUNCT,PUNCT,16,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,7,sekiz,B-IndirectObj,,sekiz,NUM,ANum,8,nummod,ess_818,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
994,8,yıl,I-IndirectObj,,yıl,NOUN,Noun,9,nmod:poss,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
994,9,karşıtı,I-IndirectObj,,karşıt,VERB,Verb,10,amod,ess_818,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
994,10,uğultulara,I-IndirectObj,,uğultu,NOUN,Noun,15,obl,ess_818,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
994,11,"""",B-AdverbialComp,,"""",PUNCT,PUNCT,12,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,12,adiler,I-AdverbialComp,,adi,NOUN,Noun,15,advcl,ess_818,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
994,13,"""",I-AdverbialComp,,"""",PUNCT,PUNCT,12,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,14,diye,I-AdverbialComp,,diye,ADP,PCNom,12,case,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
994,15,çığlıklanınca,I-AdverbialComp,,çığlık,VERB,Verb,16,advcl,ess_818,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
994,16,tartaklanıyor,B-Pred,,tartakla,VERB,Verb,0,root,ess_818,_,Sing,_,Pos,_,_,_,Prog,3,Pass,_,_,Pres,ess
994,17,.,PUNCT,,.,PUNCT,PUNCT,16,PUNCT,ess_818,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
995,1,İtiraf,B-Pred,,itiraf,NOUN,Noun,0,root,ess_400,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
995,2,edin,I-Pred,,et,VERB,Verb,1,compound:lvc,ess_400,_,Plur,_,Pos,_,_,_,_,2,_,Imp,_,_,ess
995,3,!,PUNCT,,!,PUNCT,PUNCT,1,PUNCT,ess_400,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
995,4,..,PUNCT,,..,PUNCT,PUNCT,1,PUNCT,ess_400,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
998,1,Hiçbir,O,?*?,hiçbir,DET,Det,2,det,ess_669,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
998,2,şeyle,O,,şey,NOUN,Noun,3,obj,ess_669,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
998,3,yatışmayan,O,,yatış,VERB,Verb,5,acl,ess_669,_,_,_,Neg,_,_,_,_,_,_,_,_,Pres,ess
998,4,yürek,O,,yürek,NOUN,Noun,5,nmod:poss,ess_669,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
998,5,telaşını,O,,telaş,NOUN,Noun,0,root,ess_669,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
998,6,.,PUNCT,,.,PUNCT,PUNCT,5,PUNCT,ess_669,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,1,İşte,O,,işte,ADV,Adverb,0,root,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,2,",",PUNCT,,",",PUNCT,PUNCT,9,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,3,aynı,B-Subj,,aynı,ADJ,Adj,4,amod,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,4,şey,I-Subjj,,şey,NOUN,Noun,9,nsubj,ess_1249,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,5,hepimizin,B-IndirectObj,,hep,NOUN,Noun,6,nmod:poss,ess_1249,Gen,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
1000,6,gözünün,I-IndirectObj,,göz,NOUN,Noun,7,nmod:poss,ess_1249,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,7,önünde,I-IndirectObj,,ön,ADJ,NAdj,8,amod,ess_1249,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,8,olup,B-Pred,,ol,VERB,Verb,9,nmod,ess_1249,_,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
1000,9,bitiyor,I-Pred,,bit,VERB,Verb,1,conj,ess_1249,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
1000,10,",",PUNCT,,",",PUNCT,PUNCT,9,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,11,ama,O,,ama,CCONJ,Conj,14,cc,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,12,orada,B-DefiniteObj,,ora,PRON,Noun,13,obl,ess_1249,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,13,görülmesi,I-DefiniteObj,,gör,VERB,Verb,14,obj,ess_1249,Nom,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,ess
1000,14,gerekeni,I-DefiniteObj,,gerek,VERB,Verb,48,obj,ess_1249,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,Pres,ess
1000,15,ancak,O,,ancak,CCONJ,Conj,16,cc,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,16,birimiz,B-Subj,,biri,NOUN,Noun,14,conj,ess_1249,Nom,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
1000,17,görüyoruz,B-Pred,,gör,VERB,Verb,14,conj,ess_1249,_,Plur,_,Pos,_,_,_,Prog,1,_,_,_,Pres,ess
1000,18,",",PUNCT,,",",PUNCT,PUNCT,31,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,19,çünkü,O,,çünkü,CCONJ,Conj,31,cc,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,20,onunla,B-AdverbialComp,,on,PRON,Pers,31,nmod,ess_1249,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,21,ancak,O,,ancak,ADV,Adverb,31,advmod,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,22,birimiz,B-Subj,,biri,NUM,NNum,31,nmod:poss,ess_1249,Nom,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
1000,23,ilgili,B-Pred,,ilgili,ADJ,NAdj,31,amod,ess_1249,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,24,ydik,I-Pred,,i,AUX,Zero,23,cop,ess_1249,_,Plur,_,_,_,_,_,Perf,1,_,Ind,_,Past,ess
1000,25,",",PUNCT,,",",PUNCT,PUNCT,31,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,26,onunla,B-Subj,,on,PRON,Pers,30,obl,ess_1249,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,27,en,I-Subjj,,en,ADV,Adverb,28,advmod,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,28,başta,I-Subjj,,baş,NOUN,Noun,30,obl,ess_1249,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,29,ilgi,I-Subjj,,ilgi,NOUN,Noun,30,obj,ess_1249,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,30,kurmuş,I-Subjj,,kur,VERB,Verb,31,acl,ess_1249,_,Sing,_,Pos,_,_,Nfh,_,3,_,_,_,Past,ess
1000,31,olanımız,I-Subjj,,ol,NOUN,Noun,14,conj,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,32,",",PUNCT,,",",PUNCT,PUNCT,48,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,33,bu,B-DefiniteObj,,bu,DET,Det,34,det,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,34,hepimizin,I-DefiniteObj,,hep,NOUN,Noun,35,nmod:poss,ess_1249,Gen,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
1000,35,gözü,I-DefiniteObj,,göz,NOUN,Noun,36,obl,ess_1249,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,36,önünde,I-DefiniteObj,,ön,ADJ,NAdj,37,amod,ess_1249,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,37,olup,I-DefiniteObj,,ol,VERB,Verb,48,nmod,ess_1249,_,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
1000,38,biten,I-DefiniteObj,,bit,VERB,Verb,37,compound,ess_1249,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,ess
1000,39,o,I-DefiniteObj,,o,DET,Det,48,det,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,40,küçük,I-DefiniteObj,,küçük,ADJ,Adj,48,amod,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,41,",",I-DefiniteObj,,",",PUNCT,PUNCT,48,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,42,o,I-DefiniteObj,,o,DET,Det,44,det,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,43,küçücük,I-DefiniteObj,,küçücük,ADJ,Adj,44,amod,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1000,44,olaycıktan,I-DefiniteObj,,olay,NOUN,Noun,45,obl,ess_1249,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,45,çıkartılması,I-DefiniteObj,,çık,VERB,Verb,46,obj,ess_1249,Nom,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,ess
1000,46,gereken,I-DefiniteObj,,gerek,VERB,Verb,47,acl,ess_1249,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,ess
1000,47,dersi,I-DefiniteObj,,ders,NOUN,Noun,48,nsubj,ess_1249,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1000,48,çıkartmıştı,B-Pred,,çık,VERB,Verb,1,conj,ess_1249,_,Sing,_,Pos,_,_,Fh,Perf,3,Cau,_,_,Past,ess
1000,49,.,PUNCT,,.,PUNCT,PUNCT,48,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,1,İşte,O,,işte,ADV,Adverb,0,root,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,2,",",PUNCT,,",",PUNCT,PUNCT,9,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,3,aynı,B-Subj,,aynı,ADJ,Adj,4,amod,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,4,şey,I-Subjj,,şey,NOUN,Noun,9,nsubj,ess_1249,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1001,5,hepimizin,B-IndirectObj,,hep,NOUN,Noun,6,nmod:poss,ess_1249,Gen,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
1001,6,gözünün,I-IndirectObj,,göz,NOUN,Noun,7,nmod:poss,ess_1249,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1001,7,önünde,I-IndirectObj,,ön,ADJ,NAdj,8,amod,ess_1249,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1001,8,olup,B-Pred,,ol,VERB,Verb,9,nmod,ess_1249,_,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
1001,9,bitiyor,I-Pred,,bit,VERB,Verb,1,conj,ess_1249,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
1001,10,",",PUNCT,,",",PUNCT,PUNCT,9,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,11,ama,O,,ama,CCONJ,Conj,14,cc,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,12,orada,B-DefiniteObj,,ora,PRON,Noun,13,obl,ess_1249,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
1001,13,görülmesi,I-DefiniteObj,,gör,VERB,Verb,14,obj,ess_1249,Nom,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,ess
1001,14,gerekeni,I-DefiniteObj,,gerek,VERB,Verb,48,obj,ess_1249,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,Pres,ess
1001,15,ancak,O,,ancak,CCONJ,Conj,16,cc,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,16,birimiz,B-Subj,,biri,NOUN,Noun,14,conj,ess_1249,Nom,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
1001,17,görüyoruz,B-Pred,,gör,VERB,Verb,14,conj,ess_1249,_,Plur,_,Pos,_,_,_,Prog,1,_,_,_,Pres,ess
1001,18,",",PUNCT,,",",PUNCT,PUNCT,31,PUNCT,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
1001,19,çünkü,O,,çünkü,CCONJ,Conj,31,cc,ess_1249,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
